country,provider,name,gb,days,usd,perGb,source
"france","eSIM.dog","BLACK_FR_15GB_21D","15","21","4.93","0.329","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_15GB_30D","15","30","4.93","0.329","https://esim.dog/fr"
"france","eSIM.dog","PINK_FR_59ED3FDE31","100","30","33.89","0.339","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_12GB_30D","12","30","4.16","0.347","https://esim.dog/fr"
"france","Stellar","France 3GB 15Days + Free Stellar VPN","3","15","1.06","0.353","stellar feed"
"france","eSIM.dog","AMBER_FR_5GB_3D_A5B1894B07","5","3","1.86","0.372","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_5GB_5D_C53005A924","5","5","1.86","0.372","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_5GB_7D_C5DB471768","5","7","1.86","0.372","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_5GB_12D_97120045E4","5","12","1.86","0.372","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_5GB_15D_D12D128C04","5","15","1.86","0.372","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_5GB_20D_D96B1A8602","5","20","1.86","0.372","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_5GB_25D_0F0BFFF864","5","25","1.86","0.372","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_5GB_30D_3A4A1F6652","5","30","1.86","0.372","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_4GB_1D_12B977B75D","4","1","1.58","0.395","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_5GB_1D_A42CC5E3D6","5","1","1.99","0.398","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_30GB_60D","30","60","12.22","0.407","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_30GB_90D","30","90","12.22","0.407","https://esim.dog/fr"
"france","eSIM.dog","P5ML89XJG","50","180","22.34","0.447","https://esim.dog/fr"
"france","eSIM.dog","BLUE_FR_A60A7BA438","50","31","22.49","0.45","https://esim.dog/fr"
"france","eSIM.dog","BLUE_FR_E6FFCF1965","20","31","9.26","0.463","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_4GB_30D_2252161D2E","4","30","1.86","0.465","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_20GB_80D","20","80","9.49","0.475","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_20GB_90D","20","90","9.49","0.475","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_4GB_3D_6FD8E73EBC","4","3","1.99","0.497","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_4GB_15D_9C52C23EC9","4","15","1.99","0.497","https://esim.dog/fr"
"france","eSIM.dog","BLUE_FR_DE630B1A27","10","31","5.18","0.518","https://esim.dog/fr"
"france","Stellar","France 2GB 15Days + Free Stellar VPN","2","15","1.12","0.56","stellar feed"
"france","eSIM.dog","BLACK_FR_10GB_60D","10","60","5.99","0.599","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_15GB_90D","15","90","9.49","0.633","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_1D_4676BADA74","3","1","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","PINK_FR_81958BC683","3","3","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_5D_A34026F458","3","5","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_7D_2FC67B38EB","3","7","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_12D_6E65B21717","3","12","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_14D_51E78ADEEC","3","14","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_15D_E15AD1106F","3","15","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_20D_28DC1A7F04","3","20","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_21D_B034DAA79E","3","21","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_25D_7F34F52622","3","25","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_3GB_30D_27BAFADADE","3","30","1.99","0.663","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_10GB_90D","10","90","6.73","0.673","https://esim.dog/fr"
"france","Airalo","elan-in-30days-50gb","50","30","35","0.7","https://www.airalo.com/france-esim"
"france","Stellar","France 1GB 7Days + Free Stellar VPN","1","7","0.78","0.78","stellar feed"
"france","Stellar","France 100MB 7Days + Free Stellar VPN","1","7","0.94","0.94","stellar feed"
"france","eSIM.dog","AMBER_FR_2GB_14D_CD08BD20A5","2","14","1.99","0.995","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_2GB_15D","2","15","1.99","0.995","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_2GB_30D_6775F8FCFE","2","30","1.99","0.995","https://esim.dog/fr"
"france","Saily","20GB / 30d","20","30","22.99","1.149","https://saily.com/esim-france/"
"france","eSIM.dog","BLACK_FR_5GB_60D","5","60","5.99","1.198","https://esim.dog/fr"
"france","eSIM.dog","PINK_FR_3568F36BA0","10","365","11.98","1.198","https://esim.dog/fr"
"france","Airalo","elan-in-15days-20gb","20","15","25","1.25","https://www.airalo.com/france-esim"
"france","Airalo","elan-in-30days-20gb","20","30","26","1.3","https://www.airalo.com/france-esim"
"france","eSIM.dog","AMBER_FR_1GB_1D_A3C106A09B","1","1","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_3D_E5882F482C","1","3","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_4D_10E7803B38","1","4","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_5D_DFE185C9D2","1","5","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_6D_1D525E5E5A","1","6","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_7D_79CCB868BD","1","7","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_12D_769D0208D8","1","12","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_15D_550741C6CC","1","15","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_20D_262EB8B941","1","20","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_25D_3C47D36DC4","1","25","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_1GB_30D_A1C7EEA75A","1","30","1.49","1.49","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_4GB_60D","4","60","5.99","1.498","https://esim.dog/fr"
"france","eSIM.dog","GREEN_FR_22F25E0B59","80","365","121.49","1.519","https://esim.dog/fr"
"france","eSIM.dog","GREEN_FR_47996D1F5C","40","180","65.99","1.65","https://esim.dog/fr"
"france","Saily","10GB / 30d","10","30","16.99","1.699","https://saily.com/esim-france/"
"france","Airalo","elan-in-7days-10gb","10","7","17","1.7","https://www.airalo.com/france-esim"
"france","Airalo","elan-in-15days-10gb","10","15","18","1.8","https://www.airalo.com/france-esim"
"france","eSIM.dog","YELLOW_FR_2F2100D9A9","100","180","185.49","1.855","https://esim.dog/fr"
"france","Airalo","elan-in-30days-10gb","10","30","19","1.9","https://www.airalo.com/france-esim"
"france","eSIM.dog","BLACK_FR_3GB_90D","3","90","5.78","1.927","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_1GB_90D","1","90","1.94","1.94","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_2GB_90D","2","90","3.89","1.945","https://esim.dog/fr"
"france","Airalo","elan-in-7days-5gb","5","7","10","2","https://www.airalo.com/france-esim"
"france","eSIM.dog","PINK_FR_21C41E9433","30","180","59.99","2","https://esim.dog/fr"
"france","Saily","5GB / 30d","5","30","10.99","2.198","https://saily.com/esim-france/"
"france","Airalo","elan-in-15days-5gb","5","15","11","2.2","https://www.airalo.com/france-esim"
"france","eSIM.dog","GREEN_FR_B314EC330F","20","365","45.49","2.275","https://esim.dog/fr"
"france","eSIM.dog","GREEN_FR_1671E03872","40","365","90.99","2.275","https://esim.dog/fr"
"france","Airalo","elan-in-3days-3gb","3","3","7","2.333","https://www.airalo.com/france-esim"
"france","Airalo","elan-in-30days-5gb","5","30","12","2.4","https://www.airalo.com/france-esim"
"france","Airalo","elan-in-7days-3gb","3","7","7.5","2.5","https://www.airalo.com/france-esim"
"france","eSIM.dog","GREEN_FR_0C60A4C960","5","365","12.99","2.598","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_512MB_1D_0CDE1B1932","0.5","1","1.49","2.98","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_500MB_4D","0.5","4","1.49","2.98","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_512MB_15D_03F4B25B92","0.5","15","1.49","2.98","https://esim.dog/fr"
"france","Saily","3GB / 30d","3","30","8.99","2.997","https://saily.com/esim-france/"
"france","eSIM.dog","YELLOW_FR_F663FF32F6","60","125","197.49","3.292","https://esim.dog/fr"
"france","eSIM.dog","BLACK_FR_500MB_14D","0.5","14","1.99","3.98","https://esim.dog/fr"
"france","Saily","1GB / 7d","1","7","3.99","3.99","https://saily.com/esim-france/"
"france","Airalo","elan-in-3days-1gb","1","3","4","4","https://www.airalo.com/france-esim"
"france","eSIM.dog","PINK_FR_2DB76D17A4","0.49","1","1.99","4.061","https://esim.dog/fr"
"france","eSIM.dog","YELLOW_FR_4D35D3CE6F","0.49","3","2.49","5.082","https://esim.dog/fr"
"france","eSIM.dog","YELLOW_FR_FCD1883501","10","180","66.49","6.649","https://esim.dog/fr"
"france","eSIM.dog","BLUE_FR_AE1FDB796C","1","365","8.99","8.99","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_100MB_7D_67CD7AD9C0","0.1","7","1.49","14.9","https://esim.dog/fr"
"france","eSIM.dog","AMBER_FR_102MB_1D_1539AC72BB","0.1","1","1.49","14.9","https://esim.dog/fr"
"france","eSIM.dog","YELLOW_FR_65B0058AFC","0.2","30","2.99","14.95","https://esim.dog/fr"
"georgia","eSIM.dog","AMBER_GE_50GB_1D_23FD7A9F8F","50","1","7.49","0.15","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_40GB_1D_ECC05E89C1","40","1","7.49","0.187","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_1D","30","1","7.49","0.25","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_50GB_3D_11E06F61EF","50","3","14.72","0.294","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_10GB_1D_95FDC6506E","10","1","3.06","0.306","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_50GB_5D_43F2FA6DD2","50","5","15.35","0.307","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_2D","30","2","9.66","0.322","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_3D","30","3","9.66","0.322","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_50GB_7D_1F69128E46","50","7","16.23","0.325","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_20GB_1D","20","1","6.54","0.327","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_3D_8BBB9E8913","20","3","6.54","0.327","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_5D_458A27A08C","20","5","6.7","0.335","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_9GB_1D","9","1","3.06","0.34","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_4D","30","4","10.19","0.34","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_5D","30","5","10.19","0.34","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_50GB_10D_1CCB5B7FDD","50","10","17.04","0.341","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_7D_98B1D3D2DC","20","7","6.86","0.343","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_10D_6926B0CBD4","20","10","7.16","0.358","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_6D","30","6","10.82","0.361","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_7D","30","7","10.82","0.361","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_40GB_3D","40","3","14.72","0.368","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_12D_C0E44126A9","20","12","7.48","0.374","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_14D_D177C04C87","20","14","7.48","0.374","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_15D_9671C8531C","20","15","7.48","0.374","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_9D","30","9","11.43","0.381","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_10D","30","10","11.43","0.381","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_40GB_5D","40","5","15.35","0.384","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_12D","50","12","19.53","0.391","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_14D","50","14","19.53","0.391","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_15D","50","15","19.53","0.391","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_20D_5BE2B127CF","20","20","7.98","0.399","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_21D_28E7D42683","20","21","7.98","0.399","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_25D_7B524667F7","20","25","7.98","0.399","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_20GB_30D_D31D2CB40E","20","30","7.98","0.399","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_14D","30","14","11.98","0.399","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_15D","30","15","11.98","0.399","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_40GB_7D","40","7","16.23","0.406","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_40GB_10D","40","10","17.04","0.426","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_15GB_1D","15","1","6.54","0.436","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_15GB_3D","15","3","6.54","0.436","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_20D","50","20","21.83","0.437","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_21D","50","21","21.83","0.437","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_25D","50","25","21.83","0.437","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_30D","50","30","21.83","0.437","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_15GB_5D","15","5","6.7","0.447","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_3D","10","3","4.54","0.454","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_20D","30","20","13.66","0.455","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_25D","30","25","13.66","0.455","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_30D","30","30","13.66","0.455","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_15GB_7D","15","7","6.86","0.457","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_5D","10","5","4.77","0.477","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_15GB_10D","15","10","7.16","0.477","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_40GB_15D","40","15","19.53","0.488","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_7D","10","7","4.93","0.493","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_15GB_15D","15","15","7.48","0.499","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_9GB_3D","9","3","4.54","0.504","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_10D","10","10","5.07","0.507","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_12D","10","12","5.23","0.523","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_14D","10","14","5.23","0.523","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_15D","10","15","5.23","0.523","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_9GB_5D","9","5","4.77","0.53","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_15GB_30D","15","30","7.98","0.532","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_40GB_30D","40","30","21.83","0.546","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_9GB_7D","9","7","4.93","0.548","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_45D","50","45","27.73","0.555","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_20D","10","20","5.62","0.562","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_21D","10","21","5.62","0.562","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_25D","10","25","5.62","0.562","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_30D","10","30","5.62","0.562","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_9GB_10D","9","10","5.07","0.563","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_9GB_15D","9","15","5.23","0.581","https://esim.dog/ge"
"georgia","Stellar","Georgia 20GB 30Days + Free Stellar VPN","20","30","11.63","0.582","stellar feed"
"georgia","eSIM.dog","BLACK_GE_5GB_1D","5","1","3.06","0.612","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_9GB_30D","9","30","5.62","0.624","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_3D","5","3","3.14","0.628","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_3GB_1D","3","1","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_3D_EBF97D47FF","3","3","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_4D_D1D80FAD61","3","4","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_5D_3BFC3F9E6D","3","5","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_6D_05D32DAD90","3","6","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_7D_C07D28DF85","3","7","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_9D_B73120EAF0","3","9","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_10D_0356B7B11B","3","10","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_14D_8A20DDEE9C","3","14","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_15D_086952341D","3","15","1.98","0.66","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_5D","5","5","3.32","0.664","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_7D","5","7","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_10D","5","10","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_12D","5","12","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_14D","5","14","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_15D","5","15","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_20D","5","20","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_21D","5","21","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_25D","5","25","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_30D","5","30","3.36","0.672","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_20D_B219B74C08","3","20","2.04","0.68","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_25D_F51A2F4D04","3","25","2.04","0.68","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_3GB_30D_50343BBB30","3","30","2.04","0.68","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_80D","50","80","36.42","0.728","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_50GB_90D","50","90","36.42","0.728","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_2GB_1D_AB13A0A8FC","2","1","1.49","0.745","https://esim.dog/ge"
"georgia","Stellar","Georgia 3GB 15Days + Free Stellar VPN","3","15","2.28","0.76","stellar feed"
"georgia","eSIM.dog","BLACK_GE_4GB_1D","4","1","3.06","0.765","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_30GB_90D","30","90","23.26","0.775","https://esim.dog/ge"
"georgia","Stellar","Georgia 5GB 30Days + Free Stellar VPN","5","30","3.88","0.776","stellar feed"
"georgia","Stellar","Georgia 10GB 30Days + Free Stellar VPN","10","30","7.81","0.781","stellar feed"
"georgia","eSIM.dog","BLACK_GE_4GB_3D","4","3","3.14","0.785","https://esim.dog/ge"
"georgia","Stellar","Georgia 3GB 30Days + Free Stellar VPN","3","30","2.36","0.787","stellar feed"
"georgia","eSIM.dog","BLACK_GE_20GB_80D","20","80","16.49","0.824","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_20GB_90D","20","90","16.49","0.824","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_4GB_5D","4","5","3.32","0.83","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_4GB_30D","4","30","3.36","0.84","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_10GB_90D","10","90","8.96","0.896","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_40GB_90D","40","90","36.42","0.911","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_2GB_4D","2","4","1.83","0.915","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_2GB_14D_7625A64C76","2","14","1.83","0.915","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_2GB_15D_F5A0FD460E","2","15","1.83","0.915","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_2GB_30D_ADB23E03F7","2","30","1.83","0.915","https://esim.dog/ge"
"georgia","Airalo","gaumarjos-30days-50gb","50","30","49","0.98","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-plus-30days-50gb","50","30","49","0.98","https://www.airalo.com/georgia-esim"
"georgia","eSIM.dog","AMBER_GE_3GB_2D_841A04F6A4","3","2","2.99","0.997","https://esim.dog/ge"
"georgia","Stellar","Georgia 2GB 30Days + Free Stellar VPN","2","30","2.13","1.065","stellar feed"
"georgia","eSIM.dog","BLACK_GE_15GB_90D","15","90","16.49","1.099","https://esim.dog/ge"
"georgia","Stellar","Georgia 750MB 7Days + Free Stellar VPN","1","7","1.16","1.16","stellar feed"
"georgia","Stellar","Georgia 1GB 7Days + Free Stellar VPN","1","7","1.16","1.16","stellar feed"
"georgia","eSIM.dog","AMBER_GE_1GB_3D_589160D5D0","1","3","1.28","1.28","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_1GB_1D_5ADD887B1E","1","1","1.49","1.49","https://esim.dog/ge"
"georgia","eSIM.dog","GREEN_GE_411DDBEB5B","80","365","126.28","1.579","https://esim.dog/ge"
"georgia","eSIM.dog","GREEN_GE_64F5AFBC18","40","180","65.99","1.65","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_1GB_14D","1","14","1.78","1.78","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_5GB_60D","5","60","8.96","1.792","https://esim.dog/ge"
"georgia","Airalo","gaumarjos-30days-20gb","20","30","36.5","1.825","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-plus-30days-20gb","20","30","36.5","1.825","https://www.airalo.com/georgia-esim"
"georgia","eSIM.dog","BLACK_GE_1GB_30D","1","30","1.83","1.83","https://esim.dog/ge"
"georgia","eSIM.dog","YELLOW_GE_0665B7B450","100","180","185.49","1.855","https://esim.dog/ge"
"georgia","Airalo","gaumarjos-15days-20gb","20","15","38","1.9","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-plus-15days-20gb","20","15","38","1.9","https://www.airalo.com/georgia-esim"
"georgia","eSIM.dog","BLACK_GE_1GB_90D","1","90","1.94","1.94","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_2GB_90D","2","90","3.89","1.945","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_3GB_90D","3","90","5.84","1.947","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_4GB_90D","4","90","7.79","1.948","https://esim.dog/ge"
"georgia","eSIM.dog","BLACK_GE_1GB_5D","1","5","1.99","1.99","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_1GB_7D_590FFD29AF","1","7","1.99","1.99","https://esim.dog/ge"
"georgia","eSIM.dog","GREEN_GE_678F8174E4","40","365","90.99","2.275","https://esim.dog/ge"
"georgia","eSIM.dog","GREEN_GE_DC3F7F31A3","5","365","11.69","2.338","https://esim.dog/ge"
"georgia","Saily","20GB / 30d","20","30","48.99","2.45","https://saily.com/esim-georgia/"
"georgia","eSIM.dog","GREEN_GE_BB8884B200","20","365","50.49","2.525","https://esim.dog/ge"
"georgia","Airalo","gaumarjos-7days-10gb","10","7","27","2.7","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-plus-7days-10gb","10","7","27","2.7","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-15days-10gb","10","15","27.5","2.75","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-plus-15days-10gb","10","15","27.5","2.75","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-30days-10gb","10","30","28.5","2.85","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-plus-30days-10gb","10","30","28.5","2.85","https://www.airalo.com/georgia-esim"
"georgia","eSIM.dog","AMBER_GE_512MB_1D_72EF4FE30D","0.5","1","1.49","2.98","https://esim.dog/ge"
"georgia","eSIM.dog","AMBER_GE_512MB_4D_CB24682939","0.5","4","1.49","2.98","https://esim.dog/ge"
"georgia","Airalo","gaumarjos-7days-5gb","5","7","15","3","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-plus-7days-5gb","5","7","15","3","https://www.airalo.com/georgia-esim"
"georgia","eSIM.dog","GREEN_GE_F9D696BB51","10","365","30.49","3.049","https://esim.dog/ge"
"georgia","Saily","10GB / 30d","10","30","30.99","3.099","https://saily.com/esim-georgia/"
"georgia","Airalo","gaumarjos-15days-5gb","5","15","16","3.2","https://www.airalo.com/georgia-esim"
"georgia","Airalo","gaumarjos-plus-15days-5gb","5","15","16","3.2","https://www.airalo.com/georgia-esim"
